region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,29.5
Wellington,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,27.56
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,10.85
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,10.14
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,10.44
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,8.8
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7.66
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,8.24
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,21.99
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,8.69
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,12.27
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6.55
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.72
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7.16
West Coast,"Forestry and logging, fishing, and agricultural support services",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7.39
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,920.83
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,897.41
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,768.63
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,822.33
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,890.08
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,899.12
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,873.98
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,790.22
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,878.41
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,993.84
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,961.99
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,868.22
Auckland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,933.74
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1392.24
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1374.63
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1330.32
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1334.9
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1435.5
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1390.09
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1394.9
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1451.51
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1568.74
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1493.33
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1482.51
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1418.35
Bay of Plenty,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1503.51
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6850.5
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6585.11
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6587.28
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6609.4
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6928.87
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7409.25
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7769.18
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7688.93
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7449.97
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7413.15
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7617.07
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,7904.9
Canterbury,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7695.28
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1249.7
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1220.61
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1110.86
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1109.28
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1143.28
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1149.1
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1132.42
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1189.09
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1067.9
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1085.62
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1048.49
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1080.24
Gisborne,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1050.43
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2503.04
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2695.93
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2489.95
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2501.66
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2491.44
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2493.47
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2352.8
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2321.24
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2377.34
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2346.08
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2268.14
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2306.56
Hawke's Bay,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2352.51
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4946.28
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4587.16
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4574.53
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4702.41
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4700.85
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4687.88
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4551.58
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4638.09
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4654.07
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4681.6
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4514.63
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4652.85
Manawatu-Whanganui,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4571.7
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,487.38
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,481.42
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,476.58
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,445.99
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,415.65
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,488.17
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,469.56
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,536.02
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,441.26
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,430.26
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,436.4
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,428.18
Marlborough,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,465.44
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2315.31
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2371.71
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2288.02
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2153.17
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2165.43
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2193.86
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2178.62
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1986.34
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2133.02
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2185.06
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2140.33
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2125.41
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2021.88
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3589.34
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3422.28
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3471.17
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3466.35
